1 52957
1 36394
1 34845
1 34615
1 34419
1 34420
1 34085
1 34084
1 34161
1 34282
1 33959
1 34100
1 34382
1 34044
1 34021
1 34069
1 34037
1 34229
1 33996
1 34054
1 34025
1 34166
1 34323
1 34303
1 33987
1 33855
1 34988
1 34348
1 34061
1 34103
2 391386
2 385998
2 425301
2 382569
2 380726
2 381361
2 398224
2 381588
2 380307
2 380674
2 380057
2 380206
2 381830
2 397992
2 381756
2 380801
2 380280
2 381017
2 408315
2 383595
2 383725
2 381902
2 382376
2 412831
2 382641
2 516086
2 516767
2 434939
2 408905
2 405743
3 5493821
3 5229416
3 5361075
3 5373029
3 5235896
3 5203792
3 5199720
3 5175724
3 5272010
3 5220782
3 5375822
3 5226219
3 5265755
3 5344340
3 5679169
3 5512058
3 5202273
3 5173537
3 5188131
3 5155571
3 5209018
3 5149583
3 5186251
3 5171878
3 5164377
3 5771899
3 5213370
3 5208846
3 5176644
3 5372256
4 82569173
4 84298046
4 83789711
4 82881217
4 82874006
4 83286187
4 84924095
4 83748965
4 82744764
4 82832400
4 83266562
4 83054020
4 82504390
4 83827956
4 84966189
4 84012397
4 84674980
4 84295737
4 86769189
4 83819723
4 82745090
4 86021054
4 83557122
4 82690038
4 82795271
4 84065345
4 83290495
4 82504493
4 83551516
4 82779012
