1 57935
1 40480
1 39100
1 38588
1 38544
1 38242
1 37915
1 38178
1 38466
1 38351
1 38100
1 38073
1 38172
1 38019
1 37865
1 38154
1 38453
1 38594
1 38515
1 38003
1 38192
1 38595
1 38253
1 38519
1 38384
1 38377
1 38948
1 38277
1 38146
1 38068
2 426979
2 422119
2 420007
2 411170
2 411932
2 442814
2 417232
2 434329
2 412905
2 441213
2 416097
2 414426
2 414761
2 412269
2 413293
2 431018
2 416127
2 413623
2 413749
2 410701
2 441655
2 411003
2 409121
2 412572
2 438555
2 412115
2 418427
2 826865
2 938763
2 973074
3 6095240
3 5779540
3 5617451
3 5599390
3 5647086
3 5663135
3 5654453
3 5644345
3 5633303
3 5616603
3 5619988
3 5624560
3 5803387
3 5629557
3 5560959
3 5605482
3 5591588
3 5706425
3 5660214
3 5613933
3 5574312
3 5650401
3 5606876
3 5593677
3 5742291
3 6125527
3 5643433
3 5616334
3 5610820
3 5604681
4 87669823
4 88146252
4 89763186
4 89467971
4 89486357
4 88581702
4 88808590
4 89833919
4 96615147
4 98386367
4 94371759
4 139800765
4 111846551
4 105126972
4 101038888
4 98399598
4 92022961
4 93090714
4 91632226
4 88867740
4 101229799
4 97096708
4 105430566
4 89429075
4 91739047
4 91092559
4 115058476
4 126056944
4 147823604
4 126449712
5 1359868044
5 1558428412
5 1796661721
5 1647639262
5 1588761727
5 1754264007
5 2018390891
5 1485383930
5 1379089655
5 1583803959
5 1685109755
5 1727154506
5 2031958872
5 1580257548
5 2093085933
5 1636497398
5 2136827539
5 1947559438
5 1807658855
5 1413551982
5 1894656525
5 1677427501
5 1686830803
5 1493652576
5 1548398002
5 1516530347
5 2189640916
5 1583659100
5 1467554153
5 1494479264
